VTW,  BTW,   VAW,   BAW,     V,     VMG,   PHI,SAIL,ShortSail,Notes
20,135,14.93,105.56,10.409,-7.36,6.6,Asym Spin tacked on CL,AS,
20,120,17.54,87.01,11.007,-5.503,16.1,Asym Spin tacked on CL,AS,
20,110,19.27,76.75,10.994,-3.76,22.8,Asym Spin tacked on CL,AS,
20,90,22.43,60.76,10.319,0,22.9,Asym Spin tacked on CL,AS,
20,80,23.63,53.39,9.95,1.728,22.8,Asym Spin tacked on CL,AS,
20,75,24.19,49.89,9.756,2.525,22.7,Asym Spin tacked on CL,AS,
20,70,24.72,46.5,9.546,3.265,22.6,Asym Spin tacked on CL,AS,
20,60,25.64,40.03,9.035,4.518,22.5,Asym Spin tacked on CL,AS,
20,173.1,11.49,167.68,8.995,-8.929,0.7,Asym Spin tacked on CL,AS,OPTIMAL
20,180,11.07,180,8.731,-8.731,0.4,Jib,J,
20,165,11.37,153.23,8.97,-8.664,1.7,Jib,J,
20,150,12.66,128.62,9.246,-8.007,3,Jib,J,
20,135,14.68,107.59,9.572,-6.769,4.4,Jib,J,
20,120,17.12,89.5,10.032,-5.016,8,Jib,J,
20,110,18.87,78.68,10.361,-3.543,13,Jib,J,
20,90,22.05,60.33,10.326,0,22.2,Jib,J,
20,80,23.43,53.04,10.036,1.743,22.2,Jib,J,
20,75,24.03,49.54,9.872,2.555,22.1,Jib,J,
20,70,24.58,46.15,9.695,3.316,22,Jib,J,
20,60,25.49,39.61,9.283,4.642,21.5,Jib,J,
20,52,25.97,34.67,8.842,5.444,20.6,Jib,J,
20,174.1,11.07,169.37,8.816,-8.769,0.9,Jib,J,OPTIMAL
20,180,10.9,180,8.94,-8.94,-0.3,Poled Jib,PJ,
20,165,11.27,152.9,9.129,-8.817,-0.1,Poled Jib,PJ,
20,150,12.85,129.51,9.007,-7.8,1.9,Poled Jib,PJ,
20,135,14.86,109.36,9.106,-6.439,3.2,Poled Jib,PJ,
20,173,10.87,167.23,9.095,-9.028,-0.3,Poled Jib,PJ,OPTIMAL
20,44.4,26.08,30.49,8.141,5.815,18.3,Jib,J,OPTIMAL
24,180,14.7,180,9.74,-9.74,0.4,Asym Spin tacked on CL,AS,
24,179,14.7,178.34,9.748,-9.746,0.5,Asym Spin tacked on CL,AS,
24,178,14.7,176.67,9.757,-9.751,0.6,Asym Spin tacked on CL,AS,
24,177,14.7,175.01,9.768,-9.754,0.7,Asym Spin tacked on CL,AS,
24,176,14.7,173.34,9.78,-9.757,0.8,Asym Spin tacked on CL,AS,
24,175,14.71,171.67,9.795,-9.757,0.8,Asym Spin tacked on CL,AS,
24,174,14.72,170.01,9.81,-9.756,0.9,Asym Spin tacked on CL,AS,
24,173,14.74,168.34,9.827,-9.754,1,Asym Spin tacked on CL,AS,
24,172,14.76,166.67,9.846,-9.75,1.1,Asym Spin tacked on CL,AS,
24,171,14.78,165.01,9.866,-9.745,1.2,Asym Spin tacked on CL,AS,
24,170,14.8,163.34,9.888,-9.738,1.3,Asym Spin tacked on CL,AS,
24,169,14.83,161.68,9.911,-9.729,1.4,Asym Spin tacked on CL,AS,
24,168,14.87,160.02,9.936,-9.719,1.5,Asym Spin tacked on CL,AS,
24,167,14.9,158.36,9.962,-9.707,1.6,Asym Spin tacked on CL,AS,
24,166,14.95,156.7,9.99,-9.693,1.7,Asym Spin tacked on CL,AS,
24,165,14.99,155.05,10.019,-9.678,1.8,Asym Spin tacked on CL,AS,
24,164,15.04,153.4,10.05,-9.661,1.9,Asym Spin tacked on CL,AS,
24,163,15.09,151.75,10.083,-9.642,2,Asym Spin tacked on CL,AS,
24,162,15.15,150.1,10.117,-9.622,2.1,Asym Spin tacked on CL,AS,
24,161,15.2,148.46,10.153,-9.6,2.2,Asym Spin tacked on CL,AS,
24,160,15.27,146.83,10.19,-9.576,2.4,Asym Spin tacked on CL,AS,
24,159,15.34,145.19,10.229,-9.55,2.5,Asym Spin tacked on CL,AS,
24,158,15.41,143.57,10.27,-9.522,2.6,Asym Spin tacked on CL,AS,
24,157,15.48,141.95,10.311,-9.492,2.8,Asym Spin tacked on CL,AS,
24,156,15.56,140.33,10.354,-9.459,2.9,Asym Spin tacked on CL,AS,
24,155,15.64,138.72,10.398,-9.424,3.1,Asym Spin tacked on CL,AS,
24,154,15.73,137.13,10.444,-9.387,3.2,Asym Spin tacked on CL,AS,
24,153,15.82,135.54,10.49,-9.346,3.4,Asym Spin tacked on CL,AS,
24,152,15.92,133.95,10.537,-9.303,3.6,Asym Spin tacked on CL,AS,
24,151,16.02,132.38,10.584,-9.257,3.8,Asym Spin tacked on CL,AS,
24,150,16.13,130.82,10.632,-9.208,4,Asym Spin tacked on CL,AS,
24,149,16.24,129.27,10.681,-9.156,4.2,Asym Spin tacked on CL,AS,
24,148,16.35,127.74,10.73,-9.1,4.5,Asym Spin tacked on CL,AS,
24,147,16.47,126.21,10.78,-9.041,4.7,Asym Spin tacked on CL,AS,
24,146,16.6,124.7,10.83,-8.978,5,Asym Spin tacked on CL,AS,
24,145,16.72,123.2,10.88,-8.912,5.4,Asym Spin tacked on CL,AS,
24,144,16.85,121.72,10.93,-8.842,5.8,Asym Spin tacked on CL,AS,
24,143,16.99,120.26,10.98,-8.769,6.3,Asym Spin tacked on CL,AS,
24,142,17.13,118.82,11.03,-8.691,6.8,Asym Spin tacked on CL,AS,
24,141,17.27,117.38,11.08,-8.61,7.3,Asym Spin tacked on CL,AS,
24,140,17.42,115.97,11.129,-8.525,7.9,Asym Spin tacked on CL,AS,
24,139,17.57,114.57,11.179,-8.437,8.5,Asym Spin tacked on CL,AS,
24,138,17.72,113.18,11.229,-8.344,9.1,Asym Spin tacked on CL,AS,
24,137,17.88,111.81,11.278,-8.248,9.7,Asym Spin tacked on CL,AS,
24,136,18.04,110.45,11.328,-8.148,10.3,Asym Spin tacked on CL,AS,
24,135,18.2,109.1,11.377,-8.045,11,Asym Spin tacked on CL,AS,
24,134,18.37,107.77,11.426,-7.937,11.7,Asym Spin tacked on CL,AS,
24,133,18.53,106.45,11.475,-7.826,12.4,Asym Spin tacked on CL,AS,
24,132,18.7,105.15,11.523,-7.71,13.2,Asym Spin tacked on CL,AS,
24,131,18.87,103.85,11.571,-7.591,13.9,Asym Spin tacked on CL,AS,
24,130,19.05,102.57,11.617,-7.467,14.7,Asym Spin tacked on CL,AS,
24,129,19.22,101.3,11.663,-7.34,15.6,Asym Spin tacked on CL,AS,
24,128,19.39,100.04,11.707,-7.207,16.4,Asym Spin tacked on CL,AS,
24,127,19.57,98.79,11.749,-7.07,17.3,Asym Spin tacked on CL,AS,
24,126,19.74,97.56,11.788,-6.929,18.3,Asym Spin tacked on CL,AS,
24,125,19.92,96.33,11.824,-6.782,19.3,Asym Spin tacked on CL,AS,
24,124,20.09,95.12,11.855,-6.629,20.3,Asym Spin tacked on CL,AS,
24,123,20.26,93.97,11.867,-6.463,21.4,Asym Spin tacked on CL,AS,
24,122,20.42,92.89,11.853,-6.281,22.4,Asym Spin tacked on CL,AS,
24,121,20.6,91.88,11.814,-6.084,23.3,Asym Spin tacked on CL,AS,
24,120,20.8,90.91,11.768,-5.884,23.3,Asym Spin tacked on CL,AS,
24,119,21.01,89.95,11.724,-5.684,23.3,Asym Spin tacked on CL,AS,
24,118,21.21,89,11.68,-5.483,23.3,Asym Spin tacked on CL,AS,
24,117,21.41,88.05,11.637,-5.283,23.3,Asym Spin tacked on CL,AS,
24,116,21.61,87.1,11.594,-5.082,23.3,Asym Spin tacked on CL,AS,
24,115,21.81,86.17,11.552,-4.882,23.3,Asym Spin tacked on CL,AS,
24,114,21.98,85.2,11.51,-4.681,23.3,Asym Spin tacked on CL,AS,
24,113,22.15,84.24,11.468,-4.481,23.3,Asym Spin tacked on CL,AS,
24,112,22.32,83.28,11.427,-4.281,23.3,Asym Spin tacked on CL,AS,
24,111,22.49,82.34,11.386,-4.08,23.3,Asym Spin tacked on CL,AS,
24,110,22.65,81.4,11.346,-3.88,23.2,Asym Spin tacked on CL,AS,
24,109,22.82,80.46,11.305,-3.681,23.2,Asym Spin tacked on CL,AS,
24,108,22.98,79.54,11.265,-3.481,23.2,Asym Spin tacked on CL,AS,
24,107,23.14,78.62,11.225,-3.282,23.2,Asym Spin tacked on CL,AS,
24,106,23.3,77.71,11.185,-3.083,23.2,Asym Spin tacked on CL,AS,
24,105,23.46,76.8,11.144,-2.884,23.1,Asym Spin tacked on CL,AS,
24,104,23.61,75.91,11.104,-2.686,23.1,Asym Spin tacked on CL,AS,
24,103,23.77,75.02,11.064,-2.489,23.1,Asym Spin tacked on CL,AS,
24,102,23.92,74.14,11.023,-2.292,23.1,Asym Spin tacked on CL,AS,
24,101,24.07,73.26,10.983,-2.096,23.1,Asym Spin tacked on CL,AS,
24,100,24.22,72.39,10.942,-1.9,23.1,Asym Spin tacked on CL,AS,
24,99,24.37,71.53,10.902,-1.705,23,Asym Spin tacked on CL,AS,
24,98,24.52,70.67,10.861,-1.511,23,Asym Spin tacked on CL,AS,
24,97,24.66,69.83,10.82,-1.319,23,Asym Spin tacked on CL,AS,
24,96,24.81,68.98,10.78,-1.127,23,Asym Spin tacked on CL,AS,
24,95,24.95,68.15,10.739,-0.936,23,Asym Spin tacked on CL,AS,
24,94,25.09,67.3,10.705,-0.747,22.9,Asym Spin tacked on CL,AS,
24,93,25.23,66.48,10.663,-0.558,22.9,Asym Spin tacked on CL,AS,
24,92,25.37,65.66,10.621,-0.371,22.9,Asym Spin tacked on CL,AS,
24,91,25.51,64.85,10.578,-0.185,22.9,Asym Spin tacked on CL,AS,
24,90,25.64,64.05,10.536,0,22.9,Asym Spin tacked on CL,AS,
24,89,25.77,63.25,10.494,0.183,22.9,Asym Spin tacked on CL,AS,
24,88,25.91,62.45,10.452,0.365,22.9,Asym Spin tacked on CL,AS,
24,87,26.04,61.66,10.41,0.545,22.8,Asym Spin tacked on CL,AS,
24,86,26.17,60.87,10.368,0.723,22.8,Asym Spin tacked on CL,AS,
24,85,26.3,60.09,10.326,0.9,22.8,Asym Spin tacked on CL,AS,
24,84,26.42,59.32,10.284,1.075,22.8,Asym Spin tacked on CL,AS,
24,83,26.55,58.55,10.242,1.248,22.8,Asym Spin tacked on CL,AS,
24,82,26.67,57.78,10.199,1.42,22.8,Asym Spin tacked on CL,AS,
24,81,26.8,57.02,10.157,1.589,22.7,Asym Spin tacked on CL,AS,
24,80,26.92,56.26,10.114,1.756,22.7,Asym Spin tacked on CL,AS,
24,79,27.04,55.51,10.071,1.922,22.7,Asym Spin tacked on CL,AS,
24,78,27.16,54.76,10.028,2.085,22.7,Asym Spin tacked on CL,AS,
24,77,27.28,54.02,9.985,2.246,22.7,Asym Spin tacked on CL,AS,
24,76,27.39,53.28,9.941,2.405,22.7,Asym Spin tacked on CL,AS,
24,75,27.51,52.54,9.897,2.562,22.6,Asym Spin tacked on CL,AS,
24,74,27.62,51.81,9.852,2.716,22.6,Asym Spin tacked on CL,AS,
24,73,27.74,51.09,9.807,2.867,22.6,Asym Spin tacked on CL,AS,
24,72,27.85,50.37,9.761,3.016,22.6,Asym Spin tacked on CL,AS,
24,71,27.96,49.65,9.714,3.163,22.6,Asym Spin tacked on CL,AS,
24,70,28.07,48.94,9.666,3.306,22.5,Asym Spin tacked on CL,AS,
24,69,28.17,48.23,9.617,3.447,22.5,Asym Spin tacked on CL,AS,
24,68,28.28,47.52,9.567,3.584,22.5,Asym Spin tacked on CL,AS,
24,67,28.38,46.83,9.516,3.718,22.5,Asym Spin tacked on CL,AS,
24,66,28.48,46.13,9.464,3.849,22.4,Asym Spin tacked on CL,AS,
24,65,28.58,45.44,9.41,3.977,22.4,Asym Spin tacked on CL,AS,
24,64,28.68,44.76,9.354,4.101,22.4,Asym Spin tacked on CL,AS,
24,63,28.78,44.07,9.296,4.221,22.4,Asym Spin tacked on CL,AS,
24,62,28.87,43.4,9.237,4.336,22.3,Asym Spin tacked on CL,AS,
24,61,28.96,42.73,9.175,4.448,22.3,Asym Spin tacked on CL,AS,
24,60,29.05,42.06,9.111,4.555,22.3,Asym Spin tacked on CL,AS,
24,175,14.71,171.72,9.794,-9.757,0.8,Asym Spin tacked on CL,AS,OPTIMAL
24,180,14.19,180,9.568,-9.568,0.7,Jib,J,
24,179,14.18,178.32,9.58,-9.579,0.8,Jib,J,
24,178,14.18,176.65,9.593,-9.587,0.9,Jib,J,
24,177,14.18,174.97,9.606,-9.593,1,Jib,J,
24,176,14.18,173.29,9.62,-9.597,1.1,Jib,J,
24,175,14.19,171.61,9.635,-9.598,1.3,Jib,J,
24,174,14.2,169.93,9.649,-9.596,1.4,Jib,J,
24,173,14.22,168.25,9.664,-9.592,1.5,Jib,J,
24,172,14.24,166.57,9.679,-9.585,1.6,Jib,J,
24,171,14.26,164.9,9.695,-9.575,1.7,Jib,J,
24,170,14.3,163.23,9.71,-9.563,1.8,Jib,J,
24,169,14.33,161.57,9.726,-9.547,2,Jib,J,
24,168,14.37,159.91,9.742,-9.529,2.1,Jib,J,
24,167,14.42,158.26,9.758,-9.507,2.2,Jib,J,
24,166,14.47,156.61,9.773,-9.483,2.3,Jib,J,
24,165,14.52,154.97,9.789,-9.456,2.4,Jib,J,
24,164,14.58,153.34,9.805,-9.425,2.6,Jib,J,
24,163,14.65,151.72,9.821,-9.392,2.7,Jib,J,
24,162,14.72,150.11,9.837,-9.356,2.8,Jib,J,
24,161,14.79,148.51,9.853,-9.316,2.9,Jib,J,
24,160,14.87,146.91,9.869,-9.274,3,Jib,J,
24,159,14.95,145.33,9.886,-9.229,3.2,Jib,J,
24,158,15.04,143.76,9.902,-9.181,3.3,Jib,J,
24,157,15.13,142.21,9.918,-9.13,3.4,Jib,J,
24,156,15.22,140.66,9.935,-9.076,3.5,Jib,J,
24,155,15.32,139.13,9.951,-9.019,3.6,Jib,J,
24,154,15.43,137.61,9.968,-8.959,3.8,Jib,J,
24,153,15.53,136.1,9.984,-8.896,3.9,Jib,J,
24,152,15.64,134.6,10.001,-8.831,4,Jib,J,
24,151,15.76,133.12,10.018,-8.762,4.2,Jib,J,
24,150,15.87,131.65,10.036,-8.691,4.3,Jib,J,
24,149,15.99,130.2,10.053,-8.617,4.4,Jib,J,
24,148,16.12,128.75,10.071,-8.541,4.6,Jib,J,
24,147,16.24,127.32,10.089,-8.461,4.7,Jib,J,
24,146,16.37,125.91,10.107,-8.379,4.9,Jib,J,
24,145,16.51,124.51,10.126,-8.294,5.1,Jib,J,
24,144,16.64,123.12,10.144,-8.207,5.3,Jib,J,
24,143,16.78,121.74,10.163,-8.116,5.5,Jib,J,
24,142,16.92,120.38,10.182,-8.023,5.7,Jib,J,
24,141,17.07,119.03,10.201,-7.927,5.9,Jib,J,
24,140,17.21,117.7,10.22,-7.829,6.2,Jib,J,
24,139,17.36,116.38,10.239,-7.728,6.4,Jib,J,
24,138,17.51,115.07,10.259,-7.624,6.7,Jib,J,
24,137,17.67,113.78,10.279,-7.518,7,Jib,J,
24,136,17.82,112.49,10.3,-7.409,7.2,Jib,J,
24,135,17.98,111.22,10.321,-7.298,7.5,Jib,J,
24,134,18.14,109.95,10.343,-7.184,7.8,Jib,J,
24,133,18.3,108.7,10.365,-7.069,8.1,Jib,J,
24,132,18.46,107.46,10.388,-6.951,8.4,Jib,J,
24,131,18.63,106.22,10.413,-6.831,8.7,Jib,J,
24,130,18.79,105,10.438,-6.709,9,Jib,J,
24,129,18.96,103.78,10.463,-6.585,9.3,Jib,J,
24,128,19.13,102.57,10.49,-6.458,9.6,Jib,J,
24,127,19.3,101.37,10.518,-6.33,10,Jib,J,
24,126,19.47,100.17,10.546,-6.199,10.3,Jib,J,
24,125,19.64,98.99,10.576,-6.066,10.7,Jib,J,
24,124,19.81,97.81,10.606,-5.931,11.1,Jib,J,
24,123,19.99,96.63,10.637,-5.793,11.5,Jib,J,
24,122,20.16,95.47,10.669,-5.654,11.9,Jib,J,
24,121,20.34,94.31,10.701,-5.511,12.4,Jib,J,
24,120,20.52,93.15,10.734,-5.367,12.9,Jib,J,
24,119,20.7,92.01,10.766,-5.22,13.4,Jib,J,
24,118,20.87,90.86,10.799,-5.07,13.9,Jib,J,
24,117,21.05,89.73,10.831,-4.917,14.5,Jib,J,
24,116,21.23,88.6,10.863,-4.762,15.1,Jib,J,
24,115,21.41,87.47,10.893,-4.604,15.8,Jib,J,
24,114,21.58,86.35,10.922,-4.442,16.5,Jib,J,
24,113,21.76,85.24,10.95,-4.278,17.2,Jib,J,
24,112,21.93,84.13,10.975,-4.111,17.9,Jib,J,
24,111,22.1,83.02,10.998,-3.941,18.7,Jib,J,
24,110,22.27,81.91,11.017,-3.768,19.6,Jib,J,
24,109,22.43,80.82,11.031,-3.591,20.5,Jib,J,
24,108,22.59,79.74,11.033,-3.409,21.4,Jib,J,
24,107,22.74,78.7,11.021,-3.222,22.3,Jib,J,
24,106,22.89,77.72,10.996,-3.031,22.6,Jib,J,
24,105,23.03,76.76,10.971,-2.839,22.6,Jib,J,
24,104,23.18,75.82,10.945,-2.648,22.5,Jib,J,
24,103,23.32,74.89,10.918,-2.456,22.5,Jib,J,
24,102,23.46,73.96,10.89,-2.264,22.5,Jib,J,
24,101,23.6,73.05,10.862,-2.073,22.5,Jib,J,
24,100,23.78,72.19,10.834,-1.881,22.5,Jib,J,
24,99,23.95,71.34,10.805,-1.69,22.5,Jib,J,
24,98,24.13,70.49,10.776,-1.5,22.5,Jib,J,
24,97,24.3,69.64,10.746,-1.31,22.5,Jib,J,
24,96,24.46,68.8,10.716,-1.12,22.5,Jib,J,
24,95,24.63,67.97,10.686,-0.931,22.5,Jib,J,
24,94,24.79,67.12,10.663,-0.744,22.5,Jib,J,
24,93,24.95,66.3,10.631,-0.556,22.5,Jib,J,
24,92,25.1,65.49,10.598,-0.37,22.5,Jib,J,
24,91,25.26,64.68,10.565,-0.184,22.5,Jib,J,
24,90,25.41,63.87,10.532,0,22.5,Jib,J,
24,89,25.56,63.07,10.499,0.183,22.5,Jib,J,
24,88,25.71,62.27,10.465,0.365,22.5,Jib,J,
24,87,25.86,61.48,10.431,0.546,22.5,Jib,J,
24,86,26,60.69,10.397,0.725,22.5,Jib,J,
24,85,26.14,59.91,10.362,0.903,22.5,Jib,J,
24,84,26.29,59.13,10.327,1.08,22.5,Jib,J,
24,83,26.42,58.36,10.292,1.254,22.5,Jib,J,
24,82,26.56,57.59,10.257,1.428,22.5,Jib,J,
24,81,26.7,56.83,10.221,1.599,22.5,Jib,J,
24,80,26.83,56.07,10.184,1.769,22.4,Jib,J,
24,79,26.97,55.32,10.148,1.936,22.4,Jib,J,
24,78,27.1,54.57,10.111,2.102,22.4,Jib,J,
24,77,27.23,53.82,10.073,2.266,22.4,Jib,J,
24,76,27.35,53.08,10.035,2.428,22.4,Jib,J,
24,75,27.48,52.35,9.997,2.588,22.4,Jib,J,
24,74,27.6,51.61,9.958,2.745,22.4,Jib,J,
24,73,27.72,50.88,9.919,2.9,22.4,Jib,J,
24,72,27.84,50.16,9.879,3.053,22.3,Jib,J,
24,71,27.96,49.44,9.839,3.203,22.3,Jib,J,
24,70,28.08,48.72,9.798,3.351,22.3,Jib,J,
24,69,28.19,48.01,9.756,3.496,22.3,Jib,J,
24,68,28.3,47.29,9.714,3.639,22.2,Jib,J,
24,67,28.41,46.59,9.672,3.779,22.2,Jib,J,
24,66,28.51,45.88,9.628,3.916,22.2,Jib,J,
24,65,28.61,45.18,9.584,4.05,22.1,Jib,J,
24,64,28.72,44.49,9.539,4.181,22.1,Jib,J,
24,63,28.81,43.8,9.492,4.309,22,Jib,J,
24,62,28.91,43.11,9.445,4.434,22,Jib,J,
24,61,29,42.42,9.397,4.556,21.9,Jib,J,
24,60,29.1,41.74,9.347,4.673,21.9,Jib,J,
24,59,29.19,41.07,9.295,4.788,21.8,Jib,J,
24,58,29.27,40.4,9.242,4.898,21.8,Jib,J,
24,57,29.36,39.73,9.188,5.004,21.7,Jib,J,
24,56,29.44,39.06,9.131,5.106,21.6,Jib,J,
24,55,29.52,38.41,9.072,5.204,21.6,Jib,J,
24,54,29.6,37.75,9.011,5.296,21.5,Jib,J,
24,53,29.68,37.1,8.946,5.384,21.4,Jib,J,
24,52,29.75,36.46,8.879,5.466,21.3,Jib,J,
24,51,29.81,35.82,8.807,5.542,21.2,Jib,J,
24,50,29.85,35.19,8.73,5.612,21,Jib,J,
24,49,29.88,34.57,8.648,5.674,20.8,Jib,J,
24,48,29.91,33.96,8.558,5.726,20.6,Jib,J,
24,47,29.92,33.36,8.459,5.769,20.3,Jib,J,
24,46,29.92,32.78,8.347,5.798,20,Jib,J,
24,45,29.91,32.24,8.217,5.811,19.6,Jib,J,
24,44,29.87,31.73,8.063,5.8,19.1,Jib,J,
24,43,29.8,31.26,7.871,5.757,18.5,Jib,J,
24,42,29.68,30.86,7.624,5.666,17.8,Jib,J,
24,41,29.5,30.54,7.301,5.51,16.9,Jib,J,
24,40,29.25,30.32,6.906,5.291,15.7,Jib,J,
24,39,28.87,30.26,6.365,4.947,14,Jib,J,
24,175.1,14.19,171.76,9.633,-9.598,1.2,Jib,J,OPTIMAL
24,180,14.02,180,9.787,-9.787,-0.4,Poled Jib,PJ,
24,179,14.01,178.3,9.807,-9.805,-0.5,Poled Jib,PJ,
24,178,13.99,176.59,9.828,-9.822,-0.5,Poled Jib,PJ,
24,177,13.98,174.89,9.852,-9.838,-0.5,Poled Jib,PJ,
24,176,13.97,173.17,9.876,-9.852,-0.5,Poled Jib,PJ,
24,175,13.97,171.46,9.9,-9.862,-0.5,Poled Jib,PJ,
24,174,13.98,169.74,9.923,-9.869,-0.5,Poled Jib,PJ,
24,173,13.99,168.03,9.945,-9.871,-0.4,Poled Jib,PJ,
24,172,14.01,166.32,9.964,-9.867,-0.4,Poled Jib,PJ,
24,171,14.04,164.61,9.98,-9.857,-0.3,Poled Jib,PJ,
24,170,14.08,162.92,9.992,-9.841,-0.3,Poled Jib,PJ,
24,169,14.12,161.23,10,-9.816,-0.2,Poled Jib,PJ,
24,168,14.18,159.56,10.003,-9.784,-0.2,Poled Jib,PJ,
24,167,14.24,157.91,10,-9.744,-0.2,Poled Jib,PJ,
24,166,14.32,156.28,9.994,-9.697,-0.2,Poled Jib,PJ,
24,165,14.4,154.65,9.988,-9.647,-0.1,Poled Jib,PJ,
24,164,14.48,153.04,9.982,-9.595,-0.1,Poled Jib,PJ,
24,163,14.56,151.44,9.978,-9.542,-0.1,Poled Jib,PJ,
24,162,14.65,149.85,9.976,-9.488,0,Poled Jib,PJ,
24,161,14.74,148.26,9.978,-9.435,0.1,Poled Jib,PJ,
24,160,14.83,146.68,9.984,-9.382,0.2,Poled Jib,PJ,
24,159,14.92,145.11,9.991,-9.327,0.3,Poled Jib,PJ,
24,158,15.02,143.56,9.997,-9.269,0.5,Poled Jib,PJ,
24,157,15.12,142.03,9.999,-9.204,0.7,Poled Jib,PJ,
24,156,15.23,140.52,9.994,-9.13,0.9,Poled Jib,PJ,
24,155,15.35,139.05,9.984,-9.049,1.2,Poled Jib,PJ,
24,154,15.48,137.61,9.968,-8.959,1.4,Poled Jib,PJ,
24,153,15.61,136.2,9.948,-8.863,1.7,Poled Jib,PJ,
24,152,15.75,134.81,9.923,-8.761,1.9,Poled Jib,PJ,
24,151,15.89,133.45,9.895,-8.654,2.1,Poled Jib,PJ,
24,150,16.04,132.11,9.866,-8.544,2.4,Poled Jib,PJ,
24,149,16.19,130.79,9.837,-8.432,2.6,Poled Jib,PJ,
24,148,16.33,129.47,9.811,-8.32,2.8,Poled Jib,PJ,
24,147,16.48,128.17,9.788,-8.209,3,Poled Jib,PJ,
24,146,16.63,126.86,9.769,-8.099,3.2,Poled Jib,PJ,
24,145,16.77,125.56,9.754,-7.99,3.4,Poled Jib,PJ,
24,144,16.92,124.27,9.743,-7.882,3.6,Poled Jib,PJ,
24,143,17.06,122.97,9.737,-7.776,3.7,Poled Jib,PJ,
24,142,17.21,121.68,9.735,-7.671,3.9,Poled Jib,PJ,
24,141,17.35,120.38,9.737,-7.567,4,Poled Jib,PJ,
24,140,17.5,119.09,9.743,-7.463,4.2,Poled Jib,PJ,
24,139,17.64,117.8,9.752,-7.36,4.3,Poled Jib,PJ,
24,138,17.79,116.51,9.765,-7.256,4.4,Poled Jib,PJ,
24,137,17.93,115.23,9.78,-7.152,4.5,Poled Jib,PJ,
24,136,18.08,113.96,9.797,-7.047,4.6,Poled Jib,PJ,
24,135,18.23,112.69,9.815,-6.94,4.6,Poled Jib,PJ,
24,173.2,13.99,168.29,9.942,-9.871,-0.4,Poled Jib,PJ,OPTIMAL
24,44.9,29.9,32.19,8.204,5.811,19.6,Jib,J,OPTIMAL
